symbol,asset_type,name,description,cik,exchange,currency,country,sector,industry,address,official_site,oldest_fiscal_date,previous_oldest_fiscal_date,oldest_revenue,previous_oldest_revenue,oldest_net_income,previous_oldest_net_income,oldest_gross_profit,previous_oldest_gross_profit,oldest_revenue_growth_%,oldest_net_income_growth_%,oldest_gross_profit_growth_%
CPRT,Common Stock,Copart Inc,"Copart, Inc. is a premier global online vehicle auction and remarketing service, serving a diverse clientele that includes automotive resellers, insurance companies, and rental fleets across 11 countries. The company has established a cutting-edge platform that harnesses technology to streamline transactions and improve transparency in the automotive market. As the demand for online auction services rises, Copart is well-positioned to capitalize on evolving trends in vehicle disposal, further solidifying its leadership in the industry. With its ongoing expansion efforts in key markets, Copart continues to redefine the standards of efficiency and accessibility in automotive remarketing.",900075,NASDAQ,USD,USA,INDUSTRIALS,SPECIALTY BUSINESS SERVICES,"14185 DALLAS PARKWAY, DALLAS, TX, UNITED STATES, 75254",https://www.copart.com,2016-07-31,2015-07-31,1268449000.0,1146079000.0,270360000.0,219783000.0,544586000.0,483376000.0,10.677274428726118,23.012243895114725,12.663020092019464
GLW,Common Stock,Corning Incorporated,"Corning Incorporated (GLW) is a leading American multinational technology company renowned for its innovative specialty glass, ceramics, and advanced optical materials. With a strong focus on research and development, Corning serves diverse sectors, including telecommunications, display technology, and life sciences. The company's commitment to sustainability and cutting-edge technology positions it as a key player in the global market, driving growth and delivering value to institutional investors through its comprehensive portfolio of high-performance materials and solutions.",24741,NYSE,USD,USA,TECHNOLOGY,ELECTRONIC COMPONENTS,"ONE RIVERFRONT PLAZA, CORNING, NY, UNITED STATES, 14831",https://www.corning.com,2015-12-31,2014-12-31,9111000000.0,9715000000.0,1339000000.0,2472000000.0,3653000000.0,4052000000.0,-6.217189912506433,-45.83333333333333,-9.846989141164856
CPAY,Common Stock,Corpay Inc,,1175454,NYSE,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"3280 PEACHTREE ROAD, ATLANTA, GA, UNITED STATES, 30305",https://www.corpay.com,2015-12-31,2014-12-31,1702865000.0,1199390000.0,362431000.0,368707000.0,1371792000.0,1026053000.0,41.97758860754217,-1.7021645913964205,33.69601765210959
CSGP,Common Stock,CoStar Group Inc,"CoStar Group, Inc. is a prominent provider of proprietary online information, analytics, and services designed specifically for the commercial real estate sector, encompassing hospitality and residential markets globally. Headquartered in Washington, D.C., the company maintains a significant presence across North America, Europe, Asia Pacific, and Latin America, delivering critical insights that enable real estate professionals to make data-informed decisions. Utilizing advanced technology and innovative data-driven solutions, CoStar Group enhances market transparency and fosters efficient transactions, solidifying its position as a leader in the real estate information industry.",1057352,NASDAQ,USD,USA,REAL ESTATE,REAL ESTATE SERVICES,"1201 WILSON BLVD, ARLINGTON, VA, UNITED STATES, 22209",https://www.costargroup.com,2015-12-31,2014-12-31,711764000.0,575936000.0,-3465000.0,44869000.0,522879000.0,418957000.0,23.58387043004778,-107.72248100024515,24.804932248416904
COST,Common Stock,Costco Wholesale Corp,"Costco Wholesale Corporation is a premier American multinational retail leader, recognized for its membership-based warehouse model that offers diverse products ranging from groceries to electronics. As one of the largest retailers worldwide, Costco excels in key categories like organic groceries and high-quality meats, underscoring its commitment to value and customer loyalty. The company’s strategic bulk purchasing approach enables it to provide competitive prices while enhancing the shopping experience. Furthermore, Costco's strong financial performance, combined with its initiatives in sustainability and responsible sourcing, make it a compelling investment opportunity for institutional investors seeking stability and growth.",909832,NASDAQ,USD,USA,CONSUMER DEFENSIVE,DISCOUNT STORES,"999 LAKE DRIVE, ISSAQUAH, WA, UNITED STATES, 98027",https://www.costco.com,2016-08-31,2015-08-31,118719000000.0,116199000000.0,2350000000.0,2377000000.0,15818000000.0,15134000000.0,2.168693362249245,-1.1358855700462769,4.519624686137175
CTRA,Common Stock,Coterra Energy Inc,"Coterra Energy Inc. is a prominent independent oil and gas exploration and production company based in Houston, Texas, known for its extensive asset portfolio across key U.S. regions. Committed to sustainability and operational efficiency, Coterra employs advanced technologies to optimize resource recovery while minimizing environmental impact. Its diverse asset base and solid financial standing allow the company to navigate market volatility effectively, reinforcing its status as a pivotal entity in the energy sector. Focused on innovation and strategic growth, Coterra is poised for continued value creation for its investors and stakeholders.",858470,NYSE,USD,USA,ENERGY,OIL & GAS E&P,"THREE MEMORIAL CITY PLAZA, HOUSTON, TX, UNITED STATES, 77024",https://www.coterra.com,2015-12-31,2014-12-31,1300464000.0,2097895000.0,-113891000.0,104468000.0,26989999.0,864497000.0,-38.011006270571215,-209.01998698165946,-96.8779534226261
CCI,Common Stock,Crown Castle,"Crown Castle Inc. is a premier real estate investment trust (REIT) focused on shared communications infrastructure throughout the United States, boasting a comprehensive portfolio that includes over 40,000 cell towers and nearly 80,000 route miles of fiber. Headquartered in Houston, Texas, the company is strategically positioned to meet the increasing demand for mobile communications and broadband connectivity through its innovative small cell and fiber solutions. With its extensive operational footprint, Crown Castle plays a critical role in the expanding telecommunications sector, well-aligned with the ongoing surge in data consumption and wireless service needs.",1051470,NYSE,USD,USA,REAL ESTATE,REIT - SPECIALTY,"8020 KATY FREEWAY, HOUSTON, TX, UNITED STATES, 77024-1908",https://www.crowncastle.com,2015-12-31,2014-12-31,3663851000.0,3538756000.0,477955000.0,294065000.0,2342425000.0,2232150000.0,3.534999304840458,62.53379354904528,4.940304191026589
CSX,Common Stock,CSX Corporation,"CSX Corporation is a leading North American transportation company headquartered in Jacksonville, Florida, specializing in rail transportation and comprehensive logistics solutions. With a vast and efficient rail network, CSX plays a vital role in facilitating the movement of goods across diverse industries, addressing the rising demand for sustainable freight transport. The company's commitment to integrating advanced technologies enhances operational efficiency and customer service, positioning it as a pivotal player in the logistics and supply chain sectors. As the transportation industry continues to evolve, CSX is strategically poised to capitalize on growth opportunities and drive innovation.",277948,NASDAQ,USD,USA,INDUSTRIALS,RAILROADS,"500 WATER STREET, JACKSONVILLE, FL, UNITED STATES, 32202",https://www.csx.com,2015-12-31,2014-12-31,11811000000.0,12669000000.0,1967000000.0,1926000000.0,3726000000.0,3789000000.0,-6.772436656405399,2.1287642782969884,-1.66270783847981
CMI,Common Stock,Cummins Inc,"Cummins Inc. (CMI), headquartered in Columbus, Indiana, stands as a preeminent player in the design, manufacture, and distribution of high-performance engines and associated technologies. The company delivers innovative power solutions across diverse industries, including automotive, industrial, and commercial sectors, while maintaining a robust commitment to sustainability through the development of cutting-edge emission control technologies and alternative fuel options. With a comprehensive service network supporting its extensive product portfolio, Cummins is strategically positioned to meet the changing energy demands of global markets and continue its leadership in the engine manufacturing industry.",26172,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"500 JACKSON STREET, COLUMBUS, IN, UNITED STATES, 47202-3005",https://www.cummins.com,2015-12-31,2014-12-31,19110000000.0,19221000000.0,1399000000.0,1651000000.0,4947000000.0,4861000000.0,-0.5774933666302482,-15.263476680799515,1.7691832956181857
CVS,Common Stock,CVS Health Corp,"CVS Health Corp is a diversified American healthcare leader headquartered in Woonsocket, Rhode Island, renowned for its extensive network that includes CVS Pharmacy, a prominent retail pharmacy chain, and CVS Caremark, a major pharmacy benefits manager. The strategic acquisition of Aetna has further bolstered its capabilities, enabling CVS to deliver integrated healthcare solutions that bridge the gap between pharmacy services and health insurance. By focusing on patient-centric care and innovative health solutions, CVS Health is well-positioned to advance healthcare access and enhance patient outcomes in a rapidly changing healthcare environment.",64803,NYSE,USD,USA,HEALTHCARE,HEALTHCARE PLANS,"ONE CVS DRIVE, WOONSOCKET, RI, UNITED STATES, 02895",https://www.cvshealth.com,2015-12-31,2014-12-31,153290000000.0,139367000000.0,5237000000.0,4644000000.0,26528000000.0,25367000000.0,9.990169839345038,12.769164513350558,4.576812394055269
DHR,Common Stock,Danaher Corporation,"Danaher Corporation is a prominent American diversified conglomerate based in Washington, D.C., recognized for its cutting-edge innovations across multiple sectors, including Life Sciences, Diagnostics, and Environmental & Applied Solutions. The company employs advanced technologies to advance healthcare and improve efficiencies in industrial processes worldwide, demonstrating a strong commitment to enhancing patient outcomes and operational performance. With a diverse portfolio of scientific and diagnostic products, Danaher maintains a leadership position in the global market, poised for continued growth and impact across its core sectors.",313616,NYSE,USD,USA,HEALTHCARE,DIAGNOSTICS & RESEARCH,"2200 PENNSYLVANIA AVENUE N.W., WASHINGTON, DC, UNITED STATES, 20037-1701",https://www.danaher.com,2015-12-31,2014-12-31,14433700000.0,19913800000.0,2596900000.0,2598400000.0,7914000000.0,10488400000.0,-27.519107352690092,-0.05772783251231527,-24.545211853094848
DRI,Common Stock,Darden Restaurants Inc,"Darden Restaurants, Inc. is a leading multi-brand restaurant operator based in Orlando, Florida, renowned for its diverse portfolio that features popular brands such as Olive Garden, LongHorn Steakhouse, and Cheddar's Scratch Kitchen. Committed to delivering outstanding dining experiences, Darden prioritizes quality, innovation, and guest satisfaction, solidifying its position in the casual dining sector. The company's strategic focus on operational efficiency and market expansion is complemented by its responsiveness to changing consumer preferences, positioning Darden for sustained growth in an evolving industry landscape.",940944,NYSE,USD,USA,CONSUMER CYCLICAL,RESTAURANTS,"1000 DARDEN CENTER DRIVE, ORLANDO, FL, UNITED STATES, 32837",https://www.darden.com,2016-05-31,2015-05-31,6933500000.0,6764000000.0,375000000.0,709500000.0,1541100000.0,1422500000.0,2.5059136605558843,-47.14587737843552,8.33743409490334
