symbol,asset_type,name,description,cik,exchange,currency,country,sector,industry,address,official_site,fiscal_year_end,latest_quarter,market_capitalization,ebitda,pe_ratio,peg_ratio,book_value,dividend_per_share,dividend_yield,eps,revenue_per_share_ttm,profit_margin,operating_margin_ttm,return_on_assets_ttm,return_on_equity_ttm,revenue_ttm,gross_profit_ttm,diluted_eps_ttm,quarterly_earnings_growth_yoy,quarterly_revenue_growth_yoy,analyst_target_price,analyst_rating_strong_buy,analyst_rating_buy,analyst_rating_hold,analyst_rating_sell,analyst_rating_strong_sell,trailing_pe,forward_pe,price_to_sales_ratio_ttm,price_to_book_ratio,ev_to_revenue,ev_to_ebitda,beta,fifty_two_week_high,fifty_two_week_low,fifty_day_moving_average,two_hundred_day_moving_average,shares_outstanding,shares_float,percent_insiders,percent_institutions,dividend_date,ex_dividend_date
CAT,Common Stock,Caterpillar Inc,"Caterpillar Inc. (CAT) is a premier American multinational corporation renowned for its expertise in designing, manufacturing, and marketing construction and mining equipment, as well as engines and associated financial products. As a Fortune 100 company, Caterpillar boasts a substantial global footprint bolstered by a comprehensive dealer network that caters to a wide variety of sectors, including construction, agriculture, and energy. The company is dedicated to innovation and sustainability, focusing on integrating advanced technologies to enhance operational efficiency and productivity while actively addressing environmental challenges inherent in its offerings.",18230,NYSE,USD,USA,INDUSTRIALS,FARM & HEAVY CONSTRUCTION MACHINERY,"5205 NORTH O'CONNOR BOULEVARD, IRVING, TX, UNITED STATES, 75039",https://www.caterpillar.com,December,2025-06-30,246925869000.0,14007000000.0,26.81,2.124,39.83,5.74,0.0106,19.66,132.21,0.149,0.177,0.0856,0.527,63139000000.0,19591999000.0,19.66,-0.157,-0.007,492.41,2,12,10,1,0,26.81,23.2,3.911,12.32,4.199,18.42,1.465,543.43,264.25,453.25,381.51,468479000,467073000,0.21,71.923,2025-11-20,2025-10-20
CBOE,Common Stock,Cboe Global Markets Inc,"Cboe Global Markets Inc. is a leading U.S. exchange operator known for its innovative and diverse trading solutions. It owns the Chicago Board Options Exchange (CBOE), the largest options marketplace in the world, and BATS Global Markets, a significant liquidity provider for equities and ETPs. Cboe specializes in derivatives and innovative products, facilitating trading across multiple asset classes, including equities, options, and futures. With a commitment to enhancing market structure and ensuring risk management, Cboe is well-positioned in a dynamic financial landscape, catering to both institutional and individual investors.",1374310,BATS,USD,USA,FINANCIAL SERVICES,FINANCIAL DATA & STOCK EXCHANGES,"433 WEST VAN BUREN STREET, CHICAGO, IL, UNITED STATES, 60607",https://www.cboe.com,December,2025-06-30,25061886000.0,1429200000.0,28.09,2.129,44.6,2.52,0.0107,8.53,43.26,0.199,0.303,0.0898,0.207,4531800000.0,2209000000.0,8.53,0.678,0.205,246.69,1,2,13,2,1,28.09,24.81,5.53,5.41,5.6,17.53,0.439,254.49,185.65,240.71,224.73,104590000,103996000,0.227,90.407,2025-09-15,2025-08-29
CBRE,Common Stock,CBRE Group Inc Class A,"CBRE Group, Inc. is the world's largest commercial real estate services and investment firm, offering a wide range of integrated services including property management, leasing, investment sales, and development. Leveraging cutting-edge technology and deep market insights, CBRE is adept at identifying and capitalizing on emerging market trends, enabling its diverse clientele—ranging from investors to occupiers—to successfully navigate the complexities of real estate transactions. With a robust global presence, CBRE is strategically positioned to drive value and innovation in the dynamic real estate landscape.",1138118,NYSE,USD,USA,REAL ESTATE,REAL ESTATE SERVICES,"2121 NORTH PEARL STREET, DALLAS, TX, UNITED STATES, 75201",https://www.cbre.com,December,2025-06-30,46751736000.0,2531000000.0,44.01,0.961,28.16,0.0,0.0,3.57,126.06,0.0286,0.0441,0.0435,0.13,38103998000.0,7418000000.0,3.57,0.714,0.162,172.64,3,6,2,0,1,44.01,22.47,1.227,5.61,1.429,24.88,1.363,167.56,108.45,159.3,140.16,297554000,290784000,0.529,97.949,,2024-04-19
CDW,Common Stock,CDW Corp,"CDW Corporation is a leading technology solutions provider based in Lincolnshire, Illinois, that delivers a wide array of products and services designed for businesses, government entities, and educational institutions. The company excels in offering a comprehensive portfolio, including hardware, software, and integrated technology services, positioning itself as a vital partner in driving digital transformation and operational efficiencies for its clients. With a strong network of partnerships and a focus on innovative solutions, CDW plays a crucial role in helping organizations effectively address their IT challenges and enhance overall performance.",1402057,NASDAQ,USD,USA,TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,"200 N. MILWAUKEE AVENUE, VERNON HILLS, IL, UNITED STATES, 60061",https://www.cdw.com,December,2025-06-30,19980210000.0,2005800000.0,18.99,1.53,18.82,2.495,0.0165,8.03,164.87,0.0492,0.0753,0.0743,0.464,21878301000.0,4719500000.0,8.03,-0.01,0.102,206.8,2,5,4,0,0,18.99,15.15,0.913,8.47,1.197,13.36,1.003,220.59,136.33,161.76,172.39,131061000,130573000,0.383,98.911,2025-09-10,2025-08-25
COR,Common Stock,Cencora Inc.,"Cencora Inc. (NYSE: COR) is a premier provider of data center solutions, focusing on high-performance cloud access and interconnect services across strategically located markets in North America. The company serves a diverse range of clients, supporting mission-critical applications with an emphasis on reliability and security. With a strong commitment to innovation, Cencora is poised to leverage the rising demand for data-driven solutions as the digital economy continues to expand, positioning itself as a key player in the evolving technology landscape.",1140859,NYSE,USD,USA,HEALTHCARE,MEDICAL DISTRIBUTION,"1 WEST FIRST AVENUE, CONSHOHOCKEN, PA, UNITED STATES, 19428-1800",https://www.cencora.com,September,2025-06-30,62950212000.0,4568679000.0,33.34,0.816,10.21,2.16,0.0068,9.74,1628.81,0.006,0.0122,0.031,1.167,316654387000.0,10770613000.0,9.74,0.455,0.087,334.0,1,10,4,0,1,33.34,17.64,0.199,30.21,0.208,16.38,0.629,325.7,222.57,300.15,280.35,193878000,185609000,4.195,93.689,2025-09-03,2025-08-15
CNC,Common Stock,Centene Corp,"Centene Corporation (CNC) is a prominent multi-line managed care organization specializing in a comprehensive range of healthcare solutions for government-sponsored programs and commercial insurance markets. With a mission to serve the uninsured and underinsured, Centene is dedicated to providing innovative care management and integrated services through its diverse health plans. As a leader in the healthcare insurance sector, the company focuses on improving health outcomes while optimizing system efficiencies, positioning itself strongly in an increasingly complex healthcare environment.",1071739,NYSE,USD,USA,HEALTHCARE,HEALTHCARE PLANS,"CENTENE PLAZA, SAINT LOUIS, MO, UNITED STATES, 63105",https://www.centene.com,December,2025-06-30,17322260000.0,4765000000.0,8.56,1.075,55.8,0.0,0.0,4.12,317.41,0.0129,-0.0095,0.0259,0.0744,159673008000.0,20352000000.0,4.12,0.218,0.166,36.0,0,4,14,0,1,8.56,10.37,0.108,0.66,0.103,3.91,0.476,70.11,25.08,32.1,48.67,491133000,462377000,0.462,98.954,,
CNP,Common Stock,CenterPoint Energy Inc,"CenterPoint Energy, Inc. (CNP) is a prominent Fortune 500 electric and natural gas utility provider, serving millions of customers across key markets in Arkansas, Indiana, Louisiana, Minnesota, Mississippi, Oklahoma, and Texas. The company emphasizes sustainability and innovation, strategically advancing initiatives in smart grid technology and renewable energy to enhance operational efficiency and reliability. With its robust infrastructure and a firm commitment to customer satisfaction, CenterPoint plays a critical role in the energy sector, fostering economic growth and community development while navigating the evolving landscape of energy delivery.",1130310,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"1111 LOUISIANA STREET, HOUSTON, TX, UNITED STATES, 77002",https://www.centerpointenergy.com,December,2025-06-30,25879564000.0,3297000000.0,27.72,2.356,16.88,0.85,0.0214,1.43,13.79,0.104,0.212,0.0289,0.0876,8982000000.0,3970000000.0,1.43,-0.157,0.02,41.57,1,4,9,0,1,27.72,20.24,2.881,2.269,5.1,13.37,0.556,40.5,27.87,38.42,36.34,652865000,649398000,0.449,100.765,2025-12-11,2025-11-20
CF,Common Stock,CF Industries Holdings Inc,"CF Industries Holdings, Inc. is a premier manufacturer and distributor of nitrogen and phosphate fertilizers in North America, headquartered in Deerfield, Illinois. The company is integral to the global agricultural supply chain, delivering vital nutrients that enhance crop yields and support food security efforts worldwide. Committed to sustainability, CF Industries employs efficient production techniques to address the rising demand for fertilizers while striving to reduce its environmental impact. Its strategically located facilities position the company to leverage growth opportunities within the agricultural sector, reinforcing its robust market presence.",1324404,NYSE,USD,USA,BASIC MATERIALS,AGRICULTURAL INPUTS,"2375 WATERVIEW DRIVE, NORTHBROOK, IL, UNITED STATES, 60062",https://www.cfindustries.com,December,2025-06-30,13526362000.0,2847000000.0,10.95,0.558,30.64,2.0,0.0241,7.63,37.76,0.202,0.34,0.0883,0.198,6447000000.0,2295000000.0,7.63,0.031,0.202,93.82,1,3,14,0,1,10.95,11.25,2.098,2.932,2.511,5.5,0.918,103.84,66.56,86.53,86.25,161973000,160431000,0.712,104.371,2025-11-28,2025-11-14
CRL,Common Stock,Charles River Laboratories,"Charles River Laboratories International, Inc. (CRL) is a premier global provider of essential products and services tailored to the pharmaceutical, biotechnology, and medical device sectors. The company's expertise spans the entire drug development lifecycle, offering comprehensive preclinical and clinical laboratory services, as well as advanced gene and cell therapy solutions that enhance research and development efficiency. With a steadfast commitment to innovation and regulatory compliance, Charles River empowers its clients to navigate complex challenges in drug development, thereby playing a crucial role in advancing healthcare solutions globally.",1100682,NYSE,USD,USA,HEALTHCARE,DIAGNOSTICS & RESEARCH,"251 BALLARDVALE STREET, WILMINGTON, MA, UNITED STATES, 01887",https://www.criver.com,December,2025-06-30,8785715000.0,955694000.0,0.0,0.134,68.14,0.0,0.0,-1.3,79.63,-0.0166,0.167,0.0431,-0.0181,4028615000.0,1411084000.0,-1.3,-0.391,0.006,185.87,1,6,11,0,0,0.0,16.69,2.181,2.574,2.788,21.26,1.503,230.02,91.86,160.55,154.61,49214200,48622600,1.002,104.958,,
SCHW,Common Stock,Charles Schwab Corp,"The Charles Schwab Corporation is a leading American financial services firm that operates a comprehensive platform for banking, electronic trading, and wealth management. Catering to both retail and institutional investors, Schwab emphasizes innovative technology and a client-first approach to deliver a wide array of financial products and services, including brokerage accounts, investment advisory, and institutional trading solutions. With a commitment to low-cost investment options, Schwab continues to strategically expand its offerings to help clients navigate the complexities of modern finance.",316709,NYSE,USD,USA,FINANCIAL SERVICES,CAPITAL MARKETS,"3000 SCHWAB WAY, WESTLAKE, TX, UNITED STATES, 76262",https://www.schwab.com,December,2025-09-30,170884743000.0,0.0,22.05,0.685,23.53,1.06,0.0113,4.27,12.6,0.359,0.492,0.016,0.156,22914001000.0,22304999000.0,4.27,0.775,0.266,111.6,7,10,3,0,1,22.05,17.27,7.46,3.942,9.84,0.0,0.966,99.42,65.48,94.72,86.32,1815219000,1710318000,6.067,84.589,2025-08-22,2025-08-08
CHTR,Common Stock,Charter Communications Inc,"Charter Communications, Inc. is a prominent American telecommunications and mass media company, recognized for its brand, Charter Spectrum. The company offers a comprehensive suite of services, including high-speed internet, cable television, and voice services, effectively catering to both residential and commercial customers across the United States. Charter's strategic focus on enhancing connectivity and delivering innovative entertainment solutions positions it as a formidable force in the highly competitive telecommunications landscape. With a commitment to superior customer experience and continuous investment in infrastructure, Charter is not only driving sustained growth but also solidifying its presence as a vital leader in the broadband and media industries.",1091667,NASDAQ,USD,USA,COMMUNICATION SERVICES,TELECOM SERVICES,"400 WASHINGTON BLVD., STAMFORD, CT, UNITED STATES, 06902",https://corporate.charter.com,December,2025-06-30,34579374000.0,22175001000.0,6.93,0.532,118.67,0.0,0.0,36.53,391.52,0.0953,0.244,0.0562,0.327,55222002000.0,30468000000.0,36.53,0.081,0.006,373.6,0,10,8,2,2,6.93,6.13,0.626,2.272,2.4,6.18,1.051,437.06,251.23,266.29,341.79,136591000,90285000,35.401,77.655,,
CVX,Common Stock,Chevron Corp,"Chevron Corporation is a prominent American multinational energy company based in San Ramon, California, with a diverse portfolio operating in over 180 countries. As a successor to Standard Oil, Chevron is integral to the global energy landscape, specializing in the exploration, production, refining, marketing, and transportation of oil and natural gas. The company also engages in chemicals manufacturing and power generation, demonstrating its commitment to both traditional energy sectors and the ongoing transition to sustainable energy solutions. Chevron's focus on operational excellence and delivering value to shareholders positions it as a leader in the energy market while addressing environmental challenges.",93410,NYSE,USD,USA,ENERGY,OIL & GAS INTEGRATED,"1400 SMITH STREET, HOUSTON, TX, UNITED STATES, 77002-7327",https://www.chevron.com,December,2025-06-30,308429029000.0,36614001000.0,19.68,2.459,84.73,6.68,0.044,7.78,107.61,0.0725,0.0944,0.0476,0.0896,189265002000.0,74136003000.0,7.78,-0.404,-0.107,170.15,5,9,10,1,0,19.68,16.23,1.63,2.111,1.781,8.34,0.813,165.09,129.01,155.91,150.88,2014822000,1614202000,6.03,59.081,2025-09-10,2025-08-19
CMG,Common Stock,Chipotle Mexican Grill Inc,"Chipotle Mexican Grill, Inc. is a prominent fast-casual restaurant chain celebrated for its dedication to high-quality, customizable Mexican-inspired cuisine, anchored in fresh and sustainably sourced ingredients. With a robust presence in the United States, Canada, the United Kingdom, Germany, and France, Chipotle offers made-to-order meals such as tacos and Mission burritos in a transparent kitchen setting, fostering customer trust and engagement. The company is strategically positioned for continued growth, leveraging strong brand loyalty and responding to the rising consumer demand for health-conscious, environmentally sustainable dining options in an increasingly competitive marketplace.",1058090,NYSE,USD,USA,CONSUMER CYCLICAL,RESTAURANTS,"610 NEWPORT CENTER DRIVE, NEWPORT BEACH, CA, UNITED STATES, 92660",https://www.chipotle.com,December,2025-06-30,56129446000.0,2335209000.0,37.04,1.732,2.63,0.0,0.0,1.13,8.53,0.133,0.184,0.137,0.426,11577533000.0,4650072000.0,1.13,-0.03,0.03,54.15,5,23,8,0,0,37.04,28.49,4.848,15.3,4.943,24.4,0.994,66.74,38.3,41.1,49.46,1340885000,1331485000,0.666,90.107,,
